Professor_ID,Professor_Name,University,Department,Quality,Difficulty,Class_Name,Comment,Thumbs_Up,Thumbs_Down,Review_Date
784852,John Gordon Crowley,Valdosta State University,History department,4.5,1,HIST2111,Great teacher and very easy. Gives only notes you need and supplies you with a study guide before every test. One paper but you'll get an A for just turning it in. Easy A I promise. Talks a little slow but he's worth it.,0,0,"Nov 12th, 2009"
784852,John Gordon Crowley,Valdosta State University,History department,4.5,1,HIST2111,take this man.. you may get bored a little but you'll get a good grade. one term paper at the end but everyone gets an A pretty much for turnin it in on time. he takes attendiance the first few weeks but almost completly stops. miss as much as you want after midterm. test are easy. he's a funny old man who i would love to take again,0,0,"May 17th, 2009"
784852,John Gordon Crowley,Valdosta State University,History department,4,2,HIST2111,"Loved this class! He is very interesting, has great stories to go along with his lectures. Gives a study guide and a study session the class before the test to ask questions about stuff that's on the study guide.",0,0,"May 12th, 2009"
784852,John Gordon Crowley,Valdosta State University,History department,4.5,1,HIST2111,"I enjoyed this class. Professor likes to talk. As long as you attend class and take notes, you will pass his class. Enjoyed doing the term paper about family history.",0,0,"Dec 19th, 2008"
784852,John Gordon Crowley,Valdosta State University,History department,4.5,1,HIST2112,"I had him half a semester after Schmier's health problems. Knows his stuff & has a kind of dry, sarcastic humor. He amuses himself a lot, and tells a lot anecdotes. If you have a laptop, bring it to take notes or you'll be writing until your hand screams. Very lenient on papers, don't think anyone made below an 89.",0,0,"Dec 9th, 2008"
784852,John Gordon Crowley,Valdosta State University,History department,4,2,HIST2111,"Interesting professor. Has a talent for telling stories, so that beats reading the text book. The study guide for the tests is your key to acing the tests. If you don't like doing homework, this is the class for you.",0,0,"Jul 3rd, 2008"
784852,John Gordon Crowley,Valdosta State University,History department,2.5,2,HIST2111,"Pretty decent. Talks a lot, but isn't boring. Focusing on stuff he likes. One major paper that's pretty easy to ace. He gives a study guide before all tests. You pretty much teach yourself, but the tests aren't hard. It's worth going to class just to listen to some of his stories.",0,0,"Mar 24th, 2008"
784852,John Gordon Crowley,Valdosta State University,History department,1.5,2,HIST2112,"okay so if you like your profs of the backwoods, good 'ole boy type then you definetly have a winner. boring lectures. pissed me off when it came to a test. very spiteful.",0,0,"Oct 25th, 2007"
784852,John Gordon Crowley,Valdosta State University,History department,4,2,HIST2111,Class is really easy....lectures a little boring bc he gets off subject and rambles. Gives a study guide for each test...tests are super easy. Lets you make up tests if you missed whenever you have time.,0,0,"Mar 23rd, 2006"
784852,John Gordon Crowley,Valdosta State University,History department,5,1,HIST2111,"Very nice guy, told interesting stories, test were easy and he gave study guides. Class load very easy.",0,0,"Jan 5th, 2006"
784858,Clifford A. Lipscomb,Valdosta State University,Economics department,4.5,2,ECON2106,"Nice guy! He's very funny and is very spunky in the am. He is very down to earth. No hmwk except reading. Take good notes and read over previous notes and tests. When he gives extra credit, take advantage. He is very willing to help and gives examples. Always ask questions when you don't understand. He really makes econ fun and easy to understand.",0,0,"Feb 22nd, 2010"
784858,Clifford A. Lipscomb,Valdosta State University,Economics department,5,1,ECON2106,"He's very funny, nice, and engaging. The material is presented in a clear and interesting way. He offers after class help to anyone who needs it. The tests are very easy, for which he provides old tests as samples, that are very similar. An extra credit review quiz is also given prior to each exam. Go to class, pay attention and you'll do well.",0,0,"Jan 8th, 2007"
784858,Clifford A. Lipscomb,Valdosta State University,Economics department,4,2,ECON2102,"He is easy if you study. He gives you the old tests from the last semister and then changes a few questions and some key words to make your test. Pretty easy, if you study some; if not then probably get a C or better.",0,0,"Mar 23rd, 2006"
784859,Cathy T. Gilbert,Valdosta State University,English department,4,2,ENGL1101,I loved her! She made writing papers fun! She is very funny.,0,0,"Jul 1st, 2011"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,1,ENGL1101,Such a wonderful professor! She is incredibly funny and loves to dance in class! Makes class a lot of fun!,0,0,"Mar 2nd, 2010"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,2,MATH1111,"AWESOME math teacher! She explains everything so well! She will help you any way she can and really loves her students! Randomly takes up homework, so make sure you do it!",0,0,"Mar 2nd, 2010"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,1,ENG1101,"Wondeful lady! Class is easy but you'll enjoy going every day! Be prepared to write a lot of 5 paragraph papers! Shes laid back, humerous, and has TUNS of shoes!",0,0,"Jan 6th, 2009"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,1,ENG1102,this teacher is grrrreat i got B and i was lil upset cus i wanted an A+ but whatever i would take her again if i could shes BOMB,0,0,"Dec 27th, 2008"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,1,ENG1101,"AMAZING TEACHER!! Very fun, makes you actually want to go to class just to see what crazy story shell tell you that day. Not much work only like 4 papers all semester and their good topics. Very easy to get an A if you just show up and try!",0,0,"Nov 28th, 2008"
784859,Cathy T. Gilbert,Valdosta State University,English department,4.5,1,ENGL1101,she is very relaxed and makes it a fun class. not hard at all. very open minded and relates well to the students,0,0,"Oct 30th, 2008"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,3,ENGL1101,She is AWESOME! She has the best sense of humor but is still a great teacher! My favorite professor so far!,0,0,"Aug 26th, 2008"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,1,ENG1101,"She is so funny. First day of class you kinda of get taken off guard...but shes funny. She has funny stories and always goes off on tagents, but still make sure the work gets done. You get points for coming to class and she grades based on improvement...you will get an easy A if you arent lazy and turn stuff in and go to class.",0,0,"Oct 24th, 2007"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,1,ENGL1101,She is great! You will never be bored in class. She always has a new story to tell. Her class is wonderful.,0,0,"Oct 22nd, 2007"
784859,Cathy T. Gilbert,Valdosta State University,English department,5,2,ENG1101,"This woman is amazing, she is so much fun and makes learning english exciting. She has crazy stories and you never stay the full time.",0,0,"Oct 4th, 2007"
784859,Cathy T. Gilbert,Valdosta State University,English department,4.5,1,ENGL1102,She's very witty and full of life. We hardly every stayed in class for the full fifty minutes. Students peer rate the papers you write. That's how you get your grades. This professor is very easy and if you fail it's on you,0,0,"Nov 7th, 2006"
790340,L Carter,Valdosta State University,Health Science department,5,4,KSPE4070,Great teacher! My favorite in the ex physiology program. He is always willing to help and has great office hours and is very down to earth and straight forward with what you need to learn and how hard you need to work. Also easy to pay attention to and follow during lectures.,0,0,"Feb 16th, 2012"
790340,L Carter,Valdosta State University,Health Science department,5,4,EXSCIENCE,"Very good professor, but he is callenging. Knows his material. Wishes he went to Med. school, and that sometimes came into the classroom with him.",0,0,"Dec 29th, 2005"
793372,Robert J Seppala,Valdosta State University,Mathematics department,2,4,MATH1111,Only gives a few examples while lecturing. His lectures arent very detailed. The online lectures in MyMathLab are the only thing that will help you. Be sure to take detailed notes.,0,0,"Oct 28th, 2017"
793372,Robert J Seppala,Valdosta State University,Mathematics department,1,5,MATH1262,"I love math but beware he only goes over the material once. If you don't understand ""that's what the homework is for"". The tests are long and leave no room for error. Please save your time and money.",1,0,"Feb 8th, 2017"
793372,Robert J Seppala,Valdosta State University,Mathematics department,3,4,MATH1111,Textbook wasn't used but the mymathlab code inside it was. Explains things very well but tests are some what difficult. Make sure you double check your answers and signs even if you've never done it before. If you do the online homework you get up to 5% extra credit for every test. Very approachable outside of class.,0,0,"Jan 2nd, 2017"
793372,Robert J Seppala,Valdosta State University,Mathematics department,1,5,MATH1113,"No! PLEASE don't take this guy. he goes way too fast and if you're not good at math, you wont make it. only grades are 4 test. FOUR and there is no multiple choice. Homework DOESNT COUNT as its own section, only to a max of 5 measly bonus point on the test. you dont use the book. & If you make below a 32 on the test, he just gives you a 0.",1,0,"Oct 25th, 2016"
793372,Robert J Seppala,Valdosta State University,Mathematics department,4,4,MATH1113,"The only grades are 4 tests. That's it: make sure you do well on all of the tests. Although he offers HW as extra credit grades, make sure that you do well on every single test. One fail can really mess you up. If you study the material he has available before the tests, you should be fine. Be well prepared for the tests and do well on them.",1,0,"Sep 22nd, 2016"
793372,Robert J Seppala,Valdosta State University,Mathematics department,1,5,MATH1101,"The only grades you get for the class are four tests. You don't pass them, you don't pass the class. Don't expect to get extra credit. 5% attendance bonus is it. Gives homework, doesn't take it up. Homework is out of the book but he doesn't teach out of it. Tests are HARD. All word problems.",1,0,"Apr 5th, 2016"
793372,Robert J Seppala,Valdosta State University,Mathematics department,3.5,3,MATH1113,"Dr. Seppala is one of the best math teachers I've had. I would definitely take him. His tests are tough though, pay attention in class. He's always willing to help and explain things more if you don't understand. But attendance is crucial to your success.",0,1,"Apr 3rd, 2016"
793372,Robert J Seppala,Valdosta State University,Mathematics department,1,5,MATH1101,"His class wasn't easy for me, a student that hates math. Even though this was supposed to be an easy course the way that it is executed is not easy. So unless you like a challenge, that will cause you to fail, DO NOT TAKE THIS COURSE. If this would've been one of his reviews I would've never taken him.",2,0,"Feb 4th, 2016"
793372,Robert J Seppala,Valdosta State University,Mathematics department,3.5,4,MATH1101,Go to class.,1,0,"Jan 1st, 2016"
793372,Robert J Seppala,Valdosta State University,Mathematics department,3.5,3,MATH1111,"I am not very good at math. This teacher is a great communicator and is willing to work with you. He is a little odd, so people tend to mistreat him. He is very kind and if you show him the right amount of respect, he will return the favor. I finished the class with a 76% and was surprised to see that he gave me a B as my final grade in the course.",0,0,"Dec 10th, 2015"
793372,Robert J Seppala,Valdosta State University,Mathematics department,1,5,MATH1101,He writes notes to fast and gives very vague details of steps. There is a lot of memorization required and if you don't do good on the first two test don't expect to pass because he doesn't grade homework.,0,0,"Dec 7th, 2015"
793372,Robert J Seppala,Valdosta State University,Mathematics department,2.5,4,MATH1112,Relatively good at explaining tough math thingy-ma-jigs. He keeps your attention throughout class (although I lost my train of thought a few times each class because his lack of sideburns is distracting.) Do the homework and study to get a good grade. He gives 4 tests and 1 test grade for attendance. He curved our final grades up so that was dope.,2,1,"May 7th, 2015"
793372,Robert J Seppala,Valdosta State University,Mathematics department,3.5,3,MATH2008,Seppala is a very tough grader and he will take off points for any little thing. The tests are tough because there is ONLY a midterm & a final but the questions aren't always conducive to what was gone over in class. I would NOT take him again because sometimes he will you in class 5-10 minutes later than he is supposed to. NO textbook required!,1,0,"Apr 29th, 2015"
793372,Robert J Seppala,Valdosta State University,Mathematics department,4,3,MATH1261,"Business Calculus was the hardest math class I've ever taken and it made me hate math. He teaches a lot of material at a time and doesn't explain things well. However, he does not want to see you fail and he's a nice person. Go in and ask questions. Now I did that and got a tutor and still got a C so just do your best. Not the best teacher.",0,1,"Jun 17th, 2014"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,2,MATH1261,He is super helpful!! Very nice and the homework grades help out your grade a lot!!,2,1,"Mar 11th, 2013"
793372,Robert J Seppala,Valdosta State University,Mathematics department,2.5,4,MATH1113,"He is a nice guy, but he is too smart for his own good. He assumes you know as much as he does and goes very fast. Sometimes goes off topic to show things you don't need to know.",1,0,"Dec 3rd, 2012"
793372,Robert J Seppala,Valdosta State University,Mathematics department,1,5,MATH1261,The worst class ever. Seems to be the nicest guy but at the end he changes at all. DO NOT TAKE HIM. Gives like 3 hard homework's per week.,1,0,"Nov 14th, 2012"
793372,Robert J Seppala,Valdosta State University,Mathematics department,1.5,5,MATH1261,"Extremely confused class. He goes way to fast and skips steps on the board all the time. He does not even give you 1 min break to at least watch what he is doing in the board. Do not take this class. Finally, he made me sick with all the HW's, at least 2 or 3 per week. Sick guy.",1,0,"Nov 13th, 2012"
793372,Robert J Seppala,Valdosta State University,Mathematics department,4,4,MATH1113,"He's a decent enough guy, however he moves very quickly through material. You could get a worse professor. His lack of sideburns is also slightly distracting.",1,1,"Oct 29th, 2012"
793372,Robert J Seppala,Valdosta State University,Mathematics department,3,4,MATH1261,I would not recommend taking this professor unless you are really good at math. He does not do a good job of explaining anything and moves very fast. Thankfully I'm good at math and was able to go home and teach myself from the book. His test are not very easy and he grades them very strictly. Attendence is important and counts toward your grade.,0,0,"Oct 28th, 2012"
793372,Robert J Seppala,Valdosta State University,Mathematics department,2,3,MATH1261,"He is not clear on anything he teaches. I left confused every day, and when I asked for assistance on homework problems he would do them on the board but skip over steps and do it in his head. I taught myself everything, it was an extremely confusing semester.",1,0,"Sep 24th, 2012"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,1,MATH1101,"He's a nice dude and really knows his stuff. He just gives a bunch of open-book, open-note quizzes over sections that are super easy. as long as you go to the review classes you should make 100s on everything because he works out almost the exact problems you'll do on the quizzes. just copy them down and you're fine!",1,0,"Mar 29th, 2012"
793372,Robert J Seppala,Valdosta State University,Mathematics department,4.5,4,MATH1111,"This guy is a good teacher who teaches a bad subject. I don't like Math, but this guy helped me figure it out. I may have made a D but it would have been worse with anyone else. We didn't use the book much. Graphing calculators weren't allowed, uh oh! We got a review for each test. He's very clear. If u really try and pay attention, you'll do fine",0,0,"Dec 11th, 2011"
793372,Robert J Seppala,Valdosta State University,Mathematics department,4.5,2,MATH1101,"He is a really sweet guy and very willing to help! Patient for math stupid people like me. I took him in Calculus. Wish we had more time for examples, but he is very eager and willing. Great grading scale! If you study, do the homework and go to class, you are going to at least pass! I really liked him for a math teacher!",0,0,"Oct 4th, 2011"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,3,MATH1111,"Math is not my thing, but he was a pretty good teacher. He is very willing to go over the material with you and help as long as you ask. All of our homework and tests were online, so there was no partial credit, but he was willing to fix it if the computer made a mistake. He was not bad, I just really hate math.",0,0,"Jul 5th, 2011"
793372,Robert J Seppala,Valdosta State University,Mathematics department,4,2,MATH1111,"Your gonna laugh when you see him lmao But he is a really good teacher. Come to class, pay attention. I suggest you look at the homework(and maybe do it) that he assigns that day in class so that you can ask your questions before you leave. homework was online(10-15 questions) and tests too. you CANT use a graphin calc on tests...only standard calc",0,0,"Mar 27th, 2011"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,2,MATH1111,Take him. He does reviews before every tests and his grading scale is a college students dream. Honestly. Do your homework and study for his tests and you'll do fine.,0,0,"Jan 4th, 2011"
793372,Robert J Seppala,Valdosta State University,Mathematics department,4.5,1,MATH1111,Really good teacher and class. Willing to help and go over things. Grading scale is outstanding.,0,0,"Oct 8th, 2010"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,1,MATH1111,I love his class! He is a really good teacher and he doesn't mind if you don't understand the work. He will continue to go over it until you get it. His class is really easy but you still learn a lot. In high school I didn't understand a lot but he makes it seem soooo easy! =D He has an A+++ in my book.,0,0,"Sep 17th, 2010"
793372,Robert J Seppala,Valdosta State University,Mathematics department,3.5,4,MATH1111,He teaches different from everybody else. he always says u probably didnt do it like this in high school. still a good teacher though,0,0,"Mar 31st, 2010"
793372,Robert J Seppala,Valdosta State University,Mathematics department,4,2,ALG1111,He is very nice. The class is fairly easy if you are good at math! i hardly ever studied for the quizzes and still came out of the class with an A. i highly recommend him!,0,0,"Jan 7th, 2010"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,2,ALG1111,"This is undoubtedly the best math teacher i have ever had. I am telling you, there is a special spot in heaven for this man...His teaching is clear, quized %100 accurate, and he doesnt tamper w/ the material, hard chpt =hard quiz easy chapter =easy quiz. period. i wish he taught everything. If you fail, its bcus u didnt listen and didnt study.",0,0,"Oct 28th, 2009"
793372,Robert J Seppala,Valdosta State University,Mathematics department,3,5,MATH1101,he is a bad teacher if u r bad are at math! his quizzes are 5 question!!!i failed his class ugh... but if u r good at math i suggest u keep him,0,0,"Dec 27th, 2008"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,1,MATH1111,The most wonderful math teacher. He makes everything so easy to understand. He is also very helpful and doesn't mind if you come to him at office hours.,0,0,"Dec 10th, 2008"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,2,MATH1101,"VERY NICE! VERY EASY TO UNDERTSAND! Gives 10 quizes during the entire course, no tests, no final, no mid-term. Very willing to help.. would DEFINATELY reccomend this class to others!!!!!!!",0,0,"Jul 11th, 2008"
793372,Robert J Seppala,Valdosta State University,Mathematics department,2,5,MATH1111,He is good at teaching Statistics but only in one way. Not everyone learns Statistics in one way. If you asked him to explain it in another way he wouldn't be able to and he taught as if we knew Statistics. Statistics is a subject whether you get it or not and the book that he assigned was not even helpful and he even admitted that;only 5 quizzes,0,0,"Jun 6th, 2008"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,2,MATH1101,"mr. seppala is a very nice teacher. he assigns homework every night, BUT he doesnt check it EVER!!! His class is an easy A for first year students if you really understand how to use a graphing calculator! He teaches math modeling, which is NOTHING but word problems!! if graphing calculators are difficult for you, take MATH 1111, college algebra.",0,0,"Nov 2nd, 2006"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,1,MATH1101,a really nice guy and really helpful teacher! he weighs your tests on how well you do on them.. which helps your grade alot. And there's no mid-term or final.. which is always nice..,0,0,"Oct 30th, 2006"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,1,MATH1101,"Very nice, you can tell he loves his job and he will not hesitate to help.",0,0,"Oct 25th, 2006"
793372,Robert J Seppala,Valdosta State University,Mathematics department,5,2,TRIG,with this class i found studying really helps. especially on the final. everything is on the test and the test is exactly from what you learned. he's really nice and willing to help you out.,0,0,"Jul 21st, 2006"
793436,Karen J. Jacobsen,Valdosta State University,English department,2.5,3,ENGL2120,Pairs you with other random students to do a teaching lesson. These students may or may not read the given lesson and prepare for the presentation.,0,0,"Sep 12th, 2011"
793436,Karen J. Jacobsen,Valdosta State University,English department,3.5,4,ENGL2130,"Dr. Jacobsen is a nice lady, but she expects too much. I don't think she understands everyone is not an English major. Tests are very long(2 essays!)and she is a tough grader. Reading every night and quiz every class. She makes you work very hard and class is very boring. Not awful, but I would not do it again. She moved after spring 2011.",0,0,"Jul 5th, 2011"
793436,Karen J. Jacobsen,Valdosta State University,English department,2,2,ENGL2130,"I would never take another class with Dr. Jacobsen again. She is pleasant enough, but I don't feel as though I learned anything at all (even though I went to every class). Her exams are massive and there is barely enough time to finish them in a class period.",0,0,"Dec 27th, 2010"
793436,Karen J. Jacobsen,Valdosta State University,English department,1,5,ENGL2130,Attendance is a must. Quiz everyday. Her tests are very long and not easy. Tests also include two essays. Would not recommend.,0,0,"Jan 4th, 2010"
793436,Karen J. Jacobsen,Valdosta State University,English department,4,3,ENG101,Love her! She is so nice and very helpful! The class is fairly easy. If you show up to class and read what she assigns you'll do fine. Such a sweetheart!,0,0,"Oct 29th, 2008"
793436,Karen J. Jacobsen,Valdosta State University,English department,4,3,ENG2112,Very nice and extremely helpful. She's very non-threatening so ask questions. I would recommend her class as long as you don't mind reading and taking daily [easy] quizzes.,0,0,"Jan 4th, 2008"
793436,Karen J. Jacobsen,Valdosta State University,English department,4.5,3,ENGL2130,"Ms. Jacobsen is really nice but I seriously hated going to her class everyday. It is the most redundant class I have ever had to be in. Quiz everyday on the most minimal of things about the reading. It is a very reading extensice class, so if u enjoy reading more power to you and take her but if not, dont sign up for her bc u will hate it and proba",0,0,"Oct 24th, 2007"
793436,Karen J. Jacobsen,Valdosta State University,English department,3.5,4,ENGL2130,"Okay, Ms. Jacobsen is a really cool teacher and cool to talk with, however, she gives a quiz EVERYDAY and her test are cumulative. She combines 4-5 different lessons at once for the tests and then you have 3-4 short essay answers. I thought the tests were ridiculous and pointless and I would not advise taking her unless you like tons of reading.",0,0,"Mar 29th, 2006"
793436,Karen J. Jacobsen,Valdosta State University,English department,5,5,ENGL,Karen is a wonderful teacher and should be given tenure immediately.,0,0,"Feb 1st, 2006"
793554,Karen L. Morris,Valdosta State University,English department,2.5,4,ENG1102,Stay on top of your work and you will be fine. Expect long lectures.,0,0,"Apr 18th, 2016"
793554,Karen L. Morris,Valdosta State University,English department,3,4,ENG1102,"She is a very harsh grader. Knows what she wants, and expects you to do it exactly how she wants it.",0,0,"Apr 7th, 2016"
793554,Karen L. Morris,Valdosta State University,English department,2,2,1102,"Her class was really easy if you're organized and can stay on top of things. Everything is due online but she was pretty easy. Make sure you watch your grammar and your writing style, she is a hard grader. I got an A in the class because I normally emailed her about every paper to make sure I was writing what she wanted to know.",2,1,"Dec 20th, 2014"
793554,Karen L. Morris,Valdosta State University,English department,5,1,ENGL1102,She is a very good teacher. She really help me a lot to improve my English. She taught me good practice of writing and show me how to be a good writer,0,2,"Aug 15th, 2014"
793554,Karen L. Morris,Valdosta State University,English department,2.5,4,ENGL1102,"Only take this class if you are extremely independent. She rarely explained our papers in detail, so you kind of have to figure it out on your own. You have a group project. She lets you revise your papers She cusses A LOT. so if you are easily offended I would not recommend her. Class wasn't too difficult but it could be frustrating at times.",1,0,"May 5th, 2012"
793554,Karen L. Morris,Valdosta State University,English department,1.5,4,ENGL1102,I really did not enjoy this teacher. She was very unhelpful an the assignments were very unclear.,1,0,"Apr 10th, 2012"
793554,Karen L. Morris,Valdosta State University,English department,3,2,ENGL1102,"I took her for 1101 and 1102, she taught me alot, but she uses her whole hour and fifteen minutes going over stuff that is already viewable on Blazeview. She will fail you if you miss three or more classes. She makes that pretty clear, but I think her actual lecture sessions shouldn't be more than 50 mins, because she just shows stuff on youtube",1,1,"Mar 21st, 2012"
793554,Karen L. Morris,Valdosta State University,English department,4,2,ENG1101,She is an okay professor. The essays were simple and easy. She Gave online quizzes and discussion questions but they were not hard at all.Take her.,0,1,"Dec 8th, 2011"
793554,Karen L. Morris,Valdosta State University,English department,3,1,ENGL1101,"She's not great at explaining the details of an assignment, but the papers are pretty easy. My class was partially online. We used a book that was offered free online. Had weekly online assignments that were pretty easy. Easy grader also.",0,0,"Nov 8th, 2011"
793554,Karen L. Morris,Valdosta State University,English department,5,4,ENGL1101,I had her partially online curse and the test online are easy and so are the discussion questions. she is a strict grader on essays but she will make you a better writer. on a side note this woman is insane she is so far out in left field it is hysterical but she keeps you interested.,1,0,"Nov 5th, 2011"
793554,Karen L. Morris,Valdosta State University,English department,5,1,ENGL1101,"Im taking her partially online class. You only meet once a week, and you have got a few assignments during the week... VERY EASY, and the class once a week is interesting.",0,0,"Oct 31st, 2011"
793554,Karen L. Morris,Valdosta State University,English department,5,1,ENGL1102,I love her class. Your essay grades are never final so if you didnt get the grade you wanted you can do it over and get a better grade. She answers all your questions and explains it until you understand it. Take her! i took ger for English 1101 or 1102,0,0,"May 1st, 2011"
793554,Karen L. Morris,Valdosta State University,English department,4,2,ENGL1101,trys to scare people away in the beginning but she is a pretty cool lady. class fairly easy with minimal effort. just stay on top of things,0,0,"Nov 16th, 2010"
793554,Karen L. Morris,Valdosta State University,English department,5,3,ENGL1101,"Professor Morris is a very intelligent and well rounded teacher. She is passionate about English and divides her work so that it is relatively easy to get a good grade on all her assignments. She's not an easy teacher, but she will help you if you ask and she makes her class enjoyable and interesting.",0,0,"Nov 4th, 2010"
793554,Karen L. Morris,Valdosta State University,English department,2,3,ENG1101,"This was a terrible class, she is sooooo over the top and annoying. Shes kind of rude and nobody in my class liked her.",1,0,"Nov 3rd, 2010"
793554,Karen L. Morris,Valdosta State University,English department,3.5,1,ENGL1102,As long as you come to class your fine. I had her class where we had computers in front of us so nobody really paid her any attention. So far we've had to write about 4-5 one page papers on easy things to write about and you have an optional revise assignment that can bring your grade up for each. Def sign up for her class.,0,0,"Apr 5th, 2010"
793554,Karen L. Morris,Valdosta State University,English department,3,5,ENG1102,terrible class,1,0,"Feb 22nd, 2010"
793554,Karen L. Morris,Valdosta State University,English department,4,3,ENGL1102,"Class was not an easy A. Professor is passionate about English and argument, just a bit over the top sometimes. She will grade MLA format relentlessly, so watch that. Took a hybrid web course, so you have to remember to take the quizzes and do journals weekly online. Other than that, never got bad grades on her papers.",0,0,"Jan 8th, 2010"
793554,Karen L. Morris,Valdosta State University,English department,3,4,ENGL1102,This is one of those professors that lives & dies ENGL so BEWARE! if ur not a hardcore lover she will tear u apart...overall the class was jus writing a bunch of papers but the class time...ugh,1,0,"May 27th, 2009"
793554,Karen L. Morris,Valdosta State University,English department,1,2,ENGL1102,Pretty easy but I would not recommend anyone take her. She has a horrible personality and she is mean to the majority of the students and it is very hard to ask a question without her looking at you funny and acting like you asked a very uneducated question.,1,1,"Apr 1st, 2009"
793554,Karen L. Morris,Valdosta State University,English department,5,1,ENGL1101,Engl 1101 and Engl 1103 passed both of them with her as my prof,0,0,"Mar 24th, 2008"
793554,Karen L. Morris,Valdosta State University,English department,4.5,2,ENG1102,Follow all the MLA stuff perfectly... and do those journals,0,0,"Jun 19th, 2006"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,5,2,SPN1002,This teacher is amazing at what he does. He teaches based on individual needs so if you feel behind dont worry because he will make sure you catch up and understand the material. Very understandable and the course wasn't stressful at all!,0,0,"Nov 20th, 2022"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,5,2,SPAN1002,"Dr. Gladwin is an amazing teacher and wonderful person! He is very nice and willing to help you with whatever you need! There are 3 exams, 2 oral exams, 2 compositions, and irl homework every other week. He is very helpful and super easy to understand. I highly recommend taking him and I would definitely take him again!",0,0,"Nov 14th, 2018"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,4,3,SPAN1002,I would definitely take his class again. He makes class fun. He is caring and he wants to make sure you understand what you are doing and he has good office hours. He uses homework as grade booster/buffers. He doesn't have pop quizzes . Does not have study guides for the test but will tell exactly what is on the test.,0,0,"Oct 25th, 2018"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,5,1,SPAN1002,"Señor Gladwin is soooo nice and so easy. Homework is due once a week on Ilrn, maybe 20 or so assignments but they're short and go quickly! Test are super easy! Very fun class !!",0,0,"Apr 16th, 2017"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,4,3,SPN1002,"He's very helpful and wants you to learn. The pop quizzes he lets you know on the syllabus when they will be, so they aren't ""true"" pop quizzes. You MUST buy the textbook! As long as you study and do the homework, you will pass with an easy A. His in class activities are fun, and he gives good bonus on quizzes and tests.",0,0,"Nov 2nd, 2016"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,2.5,4,SPAN1002,Hard grader and hard to understand. Only talks in Spanish. Doesn't give notes just PowerPoints that he flies through. Group activities in class on a daily basis. Tons of hw on ilrn. Pop quizzes once a week.,0,0,"Apr 5th, 2016"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,5,2,SPAN1002,"Very nice guy, and he wants you to understand and learn. He is very fair when it comes to testing and he is very approachable. Good teacher and doable class.",0,0,"Mar 26th, 2014"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,5,3,SPN2001,"He was always well prepared for class, wether it be planning or materials. Excellent teacher, have been recomending to friends.",0,0,"May 25th, 2012"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,4,3,SPN1002,"The teacher was enthusiastic about his class course, he was calm and truly liked teaching the subject. I was able to get the material without feeling dumb or outside the realm of understanding. Excellent teacher!",0,0,"May 17th, 2012"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,3,3,SPAN1002,"This teacher is super nice but he doesn't teach the material well. What I learned, I learned on my own and it was a struggle to keep a B. A lot of the students barely passed. If you can teach yourself Spanish or you are already really good at it, then I would take this professor, if not, then I would consider someone else.",0,0,"May 9th, 2012"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,5,2,SPAN1002,Really nice guy and enjoys what he does and always explains everything extremely well. Awesome teacher!,0,0,"Nov 30th, 2011"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,5,3,SPANI2002,"Gladwin was great. He was enthusisastic about teaching and made my table feel comfortable talking in Spanish. He grades writing hard, but the class is fun.",0,0,"Jun 26th, 2008"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,4.5,2,SPANI2001,Great...watch out for pop quizes though!! Fun class.,2,0,"Jun 4th, 2007"
793699,Ransom Gladwin,Valdosta State University,Modern Languages department,5,2,SPAN,"Love this man! Nicest guy ever! He really wants students to do well, and is SO helpful! I would recommend Mr. Gladwin to anyone.",0,0,"Aug 14th, 2006"
